timestamp,transformer_id,voltage_l1,voltage_l2,current_l1,current_l2,frequency,thd_voltage,thd_current,oil_temp_top,oil_temp_bottom,h2_gas_ppm,ch4_gas_ppm,voltage_kv,power_mva,age_years,fault_type,severity,anomaly,criticality,transformer_type,load_factor
2025-10-07 04:47:54.424331,T132_252,133226.6,130670.6,0.08,0.1,50.007,2.43,1.34,44.1,40.6,43.5,32.0,132,29.3,22,healthy,0.0,0,0.096,power_132kv,0.733
2025-10-05 14:20:54.425331,T11_903,10956.5,10802.4,0.73,0.73,50.043,1.28,1.12,20.0,18.0,25.0,17.6,11,17.1,8,healthy,0.0,0,0.02,distribution_11kv,0.798
2025-10-08 07:56:54.425331,T132_097,131196.9,132994.3,0.22,0.2,50.024,1.55,1.08,36.9,34.1,28.3,18.9,132,73.7,10,healthy,0.0,0,0.025,power_132kv,0.679
2025-09-26 20:13:54.426330,T132_199,133128.3,131991.3,0.11,0.11,49.922,1.41,1.24,21.3,18.3,30.1,22.6,132,52.6,12,healthy,0.0,0,0.03,power_132kv,0.496
2025-10-10 02:38:54.426330,T132_122,132154.0,132956.4,0.2,0.2,50.019,1.88,1.4,45.8,43.0,42.6,23.9,132,95.8,18,healthy,0.0,0,0.081,power_132kv,0.471
2025-10-10 16:31:54.427330,T11_331,11028.4,11009.9,0.46,0.43,50.068,1.72,1.14,48.6,45.9,36.3,24.6,11,16.9,14,healthy,0.0,0,0.053,distribution_11kv,0.498
2025-09-18 03:10:54.427330,T400_877,403019.8,393150.4,0.17,0.16,49.936,2.29,1.54,32.2,28.4,48.6,37.3,400,377.8,25,healthy,0.0,0,0.118,transmission_400kv,0.3
2025-09-23 19:01:54.428330,T400_781,405948.0,397127.4,0.11,0.12,50.038,1.96,1.35,30.1,26.4,46.3,32.8,400,128.6,21,healthy,0.0,0,0.099,transmission_400kv,0.612
2025-09-23 13:07:54.429330,T132_128,132113.5,130409.6,0.23,0.23,49.972,1.38,1.01,21.5,18.0,38.0,21.9,132,63.7,11,healthy,0.0,0,0.05,power_132kv,0.822
2025-09-29 04:07:54.429330,T11_932,11045.2,10942.0,0.19,0.18,49.958,3.28,2.27,28.5,24.6,115.0,72.2,11,14.6,16,axial_displacement,0.483,1,0.484,distribution_11kv,0.233
2025-09-30 01:49:54.430330,T400_179,393468.8,396800.6,0.29,0.3,50.007,3.05,2.14,46.8,43.0,121.5,79.1,400,371.3,25,axial_displacement,0.326,1,0.461,transmission_400kv,0.54
2025-10-03 05:07:54.430330,T400_878,400322.0,400909.3,0.19,0.2,49.98,1.83,1.53,50.1,46.0,36.5,26.6,400,185.3,15,healthy,0.0,0,0.056,transmission_400kv,0.73
2025-10-08 02:24:54.431330,T132_313,131352.4,130969.3,0.3,0.3,49.986,1.65,1.15,32.8,30.3,32.4,25.5,132,84.0,13,healthy,0.0,0,0.039,power_132kv,0.84
2025-09-23 16:02:54.431330,T400_104,400491.6,402888.8,0.1,0.11,49.94,2.59,1.83,40.6,35.6,64.8,42.5,400,112.7,32,healthy,0.0,0,0.183,transmission_400kv,0.659
2025-09-29 14:57:54.432330,T132_191,130154.8,132833.3,0.07,0.08,50.001,2.76,1.48,60.3,56.5,71.0,43.3,132,28.3,19,radial_displacement,0.15,1,0.232,power_132kv,0.644
2025-09-17 09:14:54.432330,T132_698,132544.9,133557.3,0.24,0.23,49.961,1.84,1.16,20.0,18.0,36.8,19.8,132,84.6,12,healthy,0.0,0,0.049,power_132kv,0.617
2025-09-27 12:48:54.433333,T400_655,409396.0,398258.5,0.23,0.22,50.029,2.02,1.67,25.2,21.3,55.9,34.9,400,224.1,24,healthy,0.0,0,0.134,transmission_400kv,0.694
2025-09-25 06:20:54.433333,T132_271,131924.1,128584.4,0.12,0.12,49.996,1.63,1.22,57.7,54.8,30.3,22.6,132,35.4,11,healthy,0.0,0,0.028,power_132kv,0.78
2025-10-12 10:08:54.434331,T400_069,398718.0,400708.9,0.26,0.26,50.041,1.61,1.43,20.0,18.0,37.8,22.4,400,363.0,13,healthy,0.0,0,0.055,transmission_400kv,0.489
2025-09-20 18:10:54.435330,T11_243,10989.4,11096.3,0.17,0.16,50.076,1.82,1.24,38.3,35.3,35.8,24.3,11,5.6,14,healthy,0.0,0,0.051,distribution_11kv,0.555
2025-09-17 18:39:54.435330,T11_414,10861.0,10967.9,0.76,0.72,49.941,2.39,1.41,21.0,18.0,51.0,32.7,11,24.7,8,winding_deformation,0.203,1,0.164,distribution_11kv,0.574
2025-09-14 12:25:54.436338,T400_157,392775.8,404422.5,0.21,0.2,50.061,4.91,3.16,43.7,40.4,229.3,147.8,400,288.9,28,winding_deformation,0.736,1,0.952,transmission_400kv,0.489
2025-09-14 22:22:54.436338,T11_810,11117.0,10764.7,0.48,0.5,50.06,1.72,1.1,22.9,20.8,30.9,18.0,11,17.0,12,healthy,0.0,0,0.033,distribution_11kv,0.555
2025-09-13 03:13:54.437331,T11_479,10943.5,10963.6,0.26,0.23,50.004,2.19,1.44,23.4,19.6,51.9,35.7,11,11.5,25,healthy,0.0,0,0.126,distribution_11kv,0.421
2025-10-02 07:35:54.438336,T132_217,134317.5,133870.9,0.14,0.13,50.003,2.72,1.96,36.4,31.9,103.6,66.1,132,52.0,23,axial_displacement,0.251,1,0.373,power_132kv,0.586
2025-09-14 09:11:54.438336,T132_053,132742.7,131379.5,0.15,0.15,49.943,1.98,1.55,40.5,37.7,46.8,33.1,132,38.1,12,axial_displacement,0.124,1,0.128,power_132kv,0.913
2025-09-21 07:20:54.439335,T132_631,132112.2,131365.5,0.13,0.12,49.898,2.0,0.97,37.7,33.9,38.7,26.7,132,76.6,18,healthy,0.0,0,0.07,power_132kv,0.366
2025-09-29 11:26:54.440333,T132_925,130332.2,132993.8,0.18,0.17,49.97,2.92,1.99,69.3,65.1,92.7,58.9,132,66.0,15,shorted_turns,0.384,1,0.453,power_132kv,0.596
2025-10-01 23:30:54.440333,T400_555,396792.8,394495.2,0.6,0.59,50.031,4.61,2.8,78.5,75.1,198.2,134.3,400,489.6,37,axial_displacement,0.468,1,0.931,transmission_400kv,0.806
2025-09-19 12:04:54.441334,T132_065,133326.4,132180.7,0.25,0.23,50.056,2.34,1.58,40.1,35.4,57.7,34.5,132,55.2,8,axial_displacement,0.275,1,0.211,power_132kv,0.94
2025-10-12 22:37:54.441334,T132_476,131083.4,131799.7,0.11,0.11,50.013,2.86,1.96,40.7,37.0,83.5,55.7,132,37.1,11,winding_deformation,0.41,1,0.35,power_132kv,0.674
2025-09-23 16:38:54.442331,T400_595,400578.9,405619.1,0.39,0.36,50.008,1.51,1.12,37.1,33.2,33.5,21.0,400,431.5,13,healthy,0.0,0,0.042,transmission_400kv,0.594
2025-09-19 12:01:54.442331,T11_651,10978.7,11054.9,0.73,0.68,49.97,2.77,2.06,36.4,33.4,104.8,69.0,11,24.2,26,axial_displacement,0.218,1,0.371,distribution_11kv,0.54
2025-10-08 19:23:54.443330,T11_038,10817.2,10802.5,0.3,0.3,50.032,3.06,2.15,41.3,38.3,136.2,87.9,11,16.1,24,radial_displacement,0.41,1,0.534,distribution_11kv,0.35
2025-10-12 07:49:54.444330,T400_666,398885.5,398351.1,0.15,0.14,49.872,3.19,2.04,31.7,29.6,70.0,48.3,400,199.3,37,healthy,0.0,0,0.214,transmission_400kv,0.513
2025-09-29 07:43:54.444330,T400_610,397381.5,400194.5,0.24,0.23,50.003,2.32,1.37,33.4,29.0,50.8,35.4,400,196.9,25,healthy,0.0,0,0.124,transmission_400kv,0.844
2025-10-01 19:18:54.445330,T400_505,396860.8,402681.6,0.26,0.23,50.081,4.0,2.54,45.4,41.7,180.3,117.6,400,257.8,24,core_ground,0.634,1,0.755,transmission_400kv,0.636
2025-09-13 11:35:54.445330,T132_595,129899.2,132874.3,0.17,0.18,50.086,2.06,1.45,38.8,34.9,49.8,33.2,132,66.8,22,healthy,0.0,0,0.112,power_132kv,0.612
2025-10-04 17:38:54.446330,T132_293,134058.9,131306.1,0.41,0.4,49.972,2.11,1.61,41.4,38.4,40.4,28.6,132,96.4,20,healthy,0.0,0,0.08,power_132kv,0.929
2025-09-24 07:17:54.446330,T11_303,11036.0,10934.3,0.15,0.15,49.988,1.92,1.74,34.7,30.9,56.0,34.0,11,5.3,24,healthy,0.0,0,0.134,distribution_11kv,0.513
2025-09-19 09:00:54.447331,T11_443,11001.3,11003.2,0.24,0.2,50.029,3.08,2.08,23.8,18.8,96.8,63.7,11,12.2,19,axial_displacement,0.28,1,0.357,distribution_11kv,0.351
2025-10-08 04:19:54.448330,T400_878,401921.7,400507.3,0.16,0.17,49.948,1.55,0.87,21.7,18.1,30.4,19.1,400,252.6,11,healthy,0.0,0,0.029,transmission_400kv,0.434
2025-09-21 08:22:54.448330,T11_011,10862.7,11003.1,0.51,0.47,50.01,1.86,1.46,23.4,21.4,44.6,28.4,11,13.2,20,healthy,0.0,0,0.092,distribution_11kv,0.708
2025-09-30 01:58:54.449330,T11_983,11080.3,11040.5,0.56,0.57,49.938,1.2,1.17,30.4,28.1,22.5,15.7,11,13.5,6,healthy,0.0,0,0.015,distribution_11kv,0.783
2025-09-19 21:01:54.449330,T400_032,402341.9,396423.1,0.1,0.11,49.997,2.32,1.52,31.1,27.1,48.8,35.7,400,181.8,26,healthy,0.0,0,0.121,transmission_400kv,0.44
2025-10-02 11:15:54.450330,T132_010,130593.6,134350.3,0.37,0.36,49.966,1.73,1.14,33.8,31.6,32.5,28.3,132,84.5,14,healthy,0.0,0,0.042,power_132kv,0.944
2025-10-05 17:58:54.450330,T132_862,133666.2,132138.9,0.19,0.17,49.979,1.51,1.23,32.9,29.1,32.6,21.1,132,61.5,13,healthy,0.0,0,0.04,power_132kv,0.66
2025-10-04 21:48:54.451330,T11_800,11035.3,11137.9,0.6,0.59,49.988,3.93,2.75,30.2,26.8,168.7,110.1,11,18.9,28,winding_deformation,0.459,1,0.662,distribution_11kv,0.572
2025-10-11 21:21:54.451330,T11_695,10988.8,10899.7,0.13,0.13,49.943,1.89,1.17,39.2,35.5,33.8,26.0,11,9.0,14,healthy,0.0,0,0.046,distribution_11kv,0.284
2025-09-29 11:40:54.452331,T11_207,10855.2,11020.4,0.27,0.26,50.014,3.07,2.02,31.1,26.4,115.4,76.9,11,10.0,15,axial_displacement,0.508,1,0.491,distribution_11kv,0.484
2025-10-11 11:31:54.452331,T400_138,395401.1,396602.8,0.56,0.56,49.922,2.07,1.83,53.1,48.6,57.7,35.3,400,381.8,29,healthy,0.0,0,0.152,transmission_400kv,0.993
2025-10-07 02:40:54.453330,T400_391,403233.6,400563.0,0.31,0.35,49.998,1.95,1.42,20.0,18.0,39.3,24.4,400,491.7,15,healthy,0.0,0,0.064,transmission_400kv,0.477
2025-10-10 02:58:54.454334,T400_081,395735.2,402807.0,0.24,0.22,49.969,3.45,2.73,44.1,40.4,139.5,91.7,400,275.4,22,shorted_turns,0.465,1,0.563,transmission_400kv,0.552
2025-09-23 04:14:54.454334,T132_667,131712.0,132167.4,0.14,0.12,49.975,3.6,2.51,51.6,48.2,120.8,83.6,132,37.7,11,winding_deformation,0.73,1,0.589,power_132kv,0.748
2025-09-15 07:26:54.455344,T11_117,10897.8,11063.9,0.14,0.14,50.028,3.05,2.1,51.7,48.4,81.5,55.2,11,5.3,9,radial_displacement,0.471,1,0.365,distribution_11kv,0.507
2025-09-15 22:43:54.456336,T11_701,10909.7,11070.1,0.05,0.05,50.037,2.59,1.96,30.3,26.2,82.7,53.9,11,2.8,15,axial_displacement,0.317,1,0.318,distribution_11kv,0.339
2025-10-08 02:24:54.456336,T132_095,129919.1,132800.3,0.07,0.07,49.949,2.53,1.69,20.0,18.0,66.0,45.3,132,48.1,12,axial_displacement,0.239,1,0.232,power_132kv,0.35
2025-09-22 23:17:54.457336,T11_261,11076.3,10973.2,0.55,0.57,49.894,2.41,1.41,34.1,30.0,51.4,31.6,11,12.5,23,healthy,0.0,0,0.121,distribution_11kv,0.855
2025-10-08 22:17:54.458338,T132_138,130789.1,130948.6,0.18,0.17,50.029,1.77,1.39,26.5,21.8,46.0,28.7,132,60.5,21,healthy,0.0,0,0.098,power_132kv,0.648
2025-10-06 20:28:54.458338,T11_769,10904.2,10889.3,0.39,0.37,49.961,2.13,1.74,38.4,35.5,54.7,34.8,11,15.2,25,healthy,0.0,0,0.134,distribution_11kv,0.479
2025-10-11 13:00:54.459335,T132_409,130485.2,132365.9,0.28,0.26,50.001,4.27,2.91,62.5,59.5,212.6,137.3,132,64.6,24,winding_deformation,0.777,1,0.927,power_132kv,0.894
2025-09-15 20:50:54.459335,T11_589,10938.7,10958.9,0.12,0.11,49.979,4.07,2.75,63.5,61.0,130.4,91.7,11,4.7,12,shorted_turns,0.772,1,0.668,distribution_11kv,0.468
2025-10-03 15:50:54.460334,T400_458,399479.8,400829.9,0.46,0.45,50.078,2.36,1.32,28.4,24.0,40.6,23.4,400,420.0,16,healthy,0.0,0,0.073,transmission_400kv,0.735
2025-09-22 11:41:54.460334,T400_864,394424.9,396958.5,0.14,0.15,49.969,2.85,2.23,70.3,65.8,98.1,66.5,400,287.7,15,shorted_turns,0.41,1,0.487,transmission_400kv,0.366
2025-09-16 04:04:54.461335,T400_260,393713.8,398224.3,0.07,0.07,49.929,2.5,1.53,23.3,18.8,56.0,39.9,400,109.2,27,healthy,0.0,0,0.145,transmission_400kv,0.466
2025-09-28 12:35:54.461335,T11_112,10872.4,10896.7,0.43,0.42,49.938,2.12,1.72,50.8,48.6,52.5,32.9,11,13.3,24,healthy,0.0,0,0.125,distribution_11kv,0.602
2025-10-12 14:08:54.462334,T400_176,412309.8,398242.9,0.39,0.38,49.974,2.25,1.48,24.8,21.1,58.4,38.0,400,393.6,28,healthy,0.0,0,0.153,transmission_400kv,0.686
2025-10-13 00:10:54.463334,T11_902,10945.0,11051.6,0.39,0.38,50.026,1.86,1.42,27.0,23.4,44.3,28.7,11,14.8,18,healthy,0.0,0,0.086,distribution_11kv,0.504
2025-09-20 14:06:54.463334,T11_373,11008.2,11022.4,0.27,0.29,49.991,2.2,1.58,42.2,40.2,51.0,38.0,11,6.4,27,healthy,0.0,0,0.129,distribution_11kv,0.839
2025-10-02 10:29:54.464334,T132_757,132637.1,131858.6,0.22,0.23,49.952,1.75,0.77,52.9,49.3,32.6,21.5,132,74.1,10,healthy,0.0,0,0.032,power_132kv,0.694
2025-10-07 19:54:54.464334,T400_172,391982.2,403367.3,0.42,0.39,50.047,3.87,2.53,56.6,54.1,148.1,98.2,400,397.2,21,axial_displacement,0.552,1,0.622,transmission_400kv,0.699
2025-10-01 22:25:54.465334,T400_538,395795.1,400068.7,0.29,0.28,50.098,2.79,1.75,28.7,23.9,69.4,46.8,400,468.2,36,healthy,0.0,0,0.208,transmission_400kv,0.398
2025-10-07 16:25:54.465334,T132_359,131905.9,131684.5,0.24,0.24,50.015,1.51,1.18,20.2,18.0,31.1,15.5,132,99.2,8,healthy,0.0,0,0.023,power_132kv,0.529
2025-09-17 12:38:54.466335,T132_651,131323.2,132430.6,0.06,0.05,50.03,2.44,1.76,41.0,37.8,70.5,44.6,132,41.4,10,winding_deformation,0.344,1,0.281,power_132kv,0.296
2025-10-08 17:48:54.466335,T132_849,128533.5,132014.8,0.3,0.26,49.917,3.39,2.66,39.2,35.3,118.0,76.1,132,71.8,10,radial_displacement,0.676,1,0.555,power_132kv,0.865
2025-09-17 11:44:54.467337,T132_158,132469.3,133541.7,0.1,0.1,49.967,1.63,1.02,25.1,21.7,33.3,19.3,132,38.1,9,healthy,0.0,0,0.032,power_132kv,0.586
2025-09-13 03:45:54.468337,T11_721,10816.7,11142.3,0.32,0.33,50.079,2.18,1.66,36.5,33.9,87.9,57.3,11,9.7,19,axial_displacement,0.246,1,0.312,distribution_11kv,0.618
2025-09-22 08:30:54.468843,T132_442,131153.1,133131.1,0.22,0.25,50.013,2.04,1.57,35.7,33.1,46.3,30.9,132,65.6,20,healthy,0.0,0,0.097,power_132kv,0.833
2025-10-09 13:13:54.468843,T400_518,395795.4,404714.5,0.34,0.37,49.959,1.54,1.19,22.9,20.6,30.1,25.9,400,334.6,13,healthy,0.0,0,0.033,transmission_400kv,0.763
2025-09-26 18:12:54.469848,T11_668,10919.6,11047.0,0.38,0.38,50.01,1.58,1.31,25.6,21.3,49.8,29.5,11,23.7,18,healthy,0.0,0,0.102,distribution_11kv,0.311
2025-10-07 09:45:54.469848,T11_730,11166.6,10951.4,0.54,0.52,50.046,2.31,1.53,38.2,34.2,59.1,40.4,11,18.1,28,healthy,0.0,0,0.155,distribution_11kv,0.541
2025-10-11 16:53:54.470848,T400_658,399623.1,403351.9,0.12,0.11,49.92,1.82,1.33,21.3,18.4,43.1,28.0,400,119.8,21,healthy,0.0,0,0.09,transmission_400kv,0.676
2025-10-03 08:47:54.470848,T400_832,397202.7,396307.0,0.5,0.47,50.055,2.24,1.94,40.1,37.9,81.9,58.9,400,353.2,21,axial_displacement,0.207,1,0.285,transmission_400kv,0.92
2025-10-05 02:04:54.471847,T132_673,130750.8,131345.0,0.34,0.33,49.996,1.98,1.58,58.7,54.1,48.8,33.7,132,88.7,23,healthy,0.0,0,0.111,power_132kv,0.842
2025-09-18 04:12:54.472853,T400_555,402966.5,403367.1,0.4,0.38,49.98,1.48,1.14,22.7,19.6,37.7,22.9,400,406.3,14,healthy,0.0,0,0.057,transmission_400kv,0.687
2025-09-20 00:52:54.472853,T132_215,131411.8,131190.8,0.15,0.17,50.03,1.48,1.24,26.9,22.4,37.5,22.8,132,95.8,16,healthy,0.0,0,0.061,power_132kv,0.407
2025-10-02 17:20:54.473850,T11_294,10974.8,11117.1,0.04,0.04,49.994,1.47,0.86,20.0,18.0,32.4,22.6,11,3.3,13,healthy,0.0,0,0.039,distribution_11kv,0.234
2025-09-22 12:45:54.473850,T132_155,132449.4,130246.8,0.4,0.34,49.982,1.5,1.2,25.7,23.7,30.4,19.7,132,98.4,10,healthy,0.0,0,0.026,power_132kv,0.818
2025-10-09 22:18:54.474848,T400_970,407608.8,403888.9,0.38,0.37,49.942,1.5,0.91,37.3,35.3,35.2,20.4,400,386.5,11,healthy,0.0,0,0.042,transmission_400kv,0.669
2025-09-28 22:41:54.475851,T132_080,133216.2,128978.3,0.15,0.15,49.945,1.53,1.33,26.4,21.8,38.6,21.2,132,37.5,13,healthy,0.0,0,0.057,power_132kv,0.887
2025-10-11 12:40:54.475851,T132_522,133105.6,132606.2,0.08,0.08,49.986,2.11,1.62,35.2,30.5,47.8,31.3,132,43.6,20,healthy,0.0,0,0.102,power_132kv,0.421
2025-09-21 16:07:54.476848,T11_448,10751.1,10942.3,0.21,0.2,49.924,3.59,2.46,38.7,36.6,157.5,103.6,11,6.0,21,axial_displacement,0.581,1,0.659,distribution_11kv,0.635
2025-10-03 18:52:54.476848,T11_465,11031.2,10898.6,0.51,0.56,50.042,1.71,1.36,34.9,31.6,35.3,23.0,11,23.3,15,healthy,0.0,0,0.053,distribution_11kv,0.448
2025-09-22 18:40:54.477847,T400_280,391163.3,402855.6,0.59,0.56,49.85,4.3,2.82,52.1,48.8,207.1,135.6,400,431.8,34,radial_displacement,0.516,1,0.812,transmission_400kv,0.888
2025-09-21 04:00:54.477847,T11_513,10795.3,10972.8,1.05,0.88,50.113,4.15,2.45,39.7,36.7,149.9,102.5,11,20.6,16,winding_deformation,0.726,1,0.686,distribution_11kv,0.835
2025-10-05 04:07:54.478848,T400_156,399977.8,403263.5,0.2,0.22,49.996,2.37,1.75,24.5,20.4,58.0,39.2,400,254.8,30,healthy,0.0,0,0.157,transmission_400kv,0.579
2025-10-12 23:34:54.478848,T11_217,10877.8,11070.5,0.04,0.04,50.008,1.78,1.37,20.0,18.0,41.7,25.9,11,2.9,17,healthy,0.0,0,0.076,distribution_11kv,0.3
2025-09-21 07:02:54.479848,T132_834,133895.9,129561.2,0.1,0.1,49.946,1.52,1.19,20.0,18.0,27.4,18.3,132,71.2,9,healthy,0.0,0,0.023,power_132kv,0.331
2025-09-22 12:36:54.479848,T400_800,399727.0,397552.1,0.14,0.14,50.091,2.17,1.38,20.0,18.0,38.9,26.3,400,322.5,19,healthy,0.0,0,0.074,transmission_400kv,0.299
2025-10-11 03:42:54.480848,T11_020,10892.7,10944.1,0.36,0.33,50.028,3.28,2.18,37.0,33.6,123.1,79.3,11,16.5,15,shorted_turns,0.541,1,0.528,distribution_11kv,0.375
2025-10-10 07:09:54.481848,T400_646,396945.0,402073.3,0.46,0.46,49.922,2.3,1.35,32.2,28.4,52.6,33.6,400,408.8,23,healthy,0.0,0,0.124,transmission_400kv,0.815
2025-09-21 14:04:54.481848,T132_816,131854.7,130807.3,0.17,0.17,50.104,1.12,1.09,20.0,18.0,27.7,17.7,132,64.0,9,healthy,0.0,0,0.023,power_132kv,0.634
2025-09-16 08:41:54.482848,T132_998,130577.6,130993.7,0.22,0.22,50.063,2.37,1.16,26.7,24.4,37.9,27.6,132,88.1,18,healthy,0.0,0,0.07,power_132kv,0.547
2025-10-01 22:47:54.482848,T400_305,398879.0,404371.5,0.13,0.13,50.053,2.56,1.65,59.1,54.7,66.4,45.3,400,118.5,34,healthy,0.0,0,0.193,transmission_400kv,0.763
2025-10-09 23:42:54.483851,T400_072,402803.3,408697.4,0.24,0.22,50.056,1.99,1.34,30.1,27.7,38.3,28.1,400,365.1,17,healthy,0.0,0,0.066,transmission_400kv,0.432
2025-09-18 15:20:54.483851,T132_474,132220.2,131812.7,0.1,0.1,50.012,1.64,1.53,21.0,18.0,48.9,33.7,132,76.7,22,healthy,0.0,0,0.109,power_132kv,0.284
2025-09-24 20:40:54.484848,T132_133,129902.2,132203.3,0.37,0.34,50.023,2.58,1.95,36.6,32.3,97.2,66.7,132,94.6,12,axial_displacement,0.493,1,0.423,power_132kv,0.789
2025-10-02 08:14:54.484848,T400_782,398323.5,405652.3,0.12,0.11,50.069,2.43,1.59,49.7,46.2,54.2,33.2,400,149.7,26,healthy,0.0,0,0.137,transmission_400kv,0.53
2025-10-12 14:12:54.485847,T400_505,402912.6,392346.9,0.46,0.46,50.013,2.49,1.58,60.4,58.4,56.9,37.1,400,419.9,27,healthy,0.0,0,0.151,transmission_400kv,0.726
2025-10-09 10:11:54.486848,T132_598,129383.8,131721.5,0.12,0.1,50.009,2.77,1.9,45.0,41.4,88.3,57.8,132,35.8,13,core_ground,0.366,1,0.35,power_132kv,0.658
2025-10-08 04:04:54.486848,T11_820,10812.0,10825.8,0.18,0.17,50.007,2.17,1.63,25.2,20.4,52.0,32.5,11,9.7,6,winding_deformation,0.265,1,0.185,distribution_11kv,0.343
2025-09-13 12:23:54.487848,T400_626,394080.1,400315.1,0.19,0.18,50.057,3.71,2.2,45.1,42.0,135.6,90.7,400,189.4,33,winding_deformation,0.258,1,0.498,transmission_400kv,0.669
2025-09-20 00:03:54.487848,T400_513,397752.0,403190.5,0.35,0.36,49.953,2.83,1.67,28.2,25.5,56.3,42.0,400,320.0,30,healthy,0.0,0,0.155,transmission_400kv,0.776
2025-10-11 18:19:54.488847,T11_194,10971.6,10886.3,0.18,0.18,50.062,1.19,0.82,37.6,34.9,32.1,20.8,11,5.3,9,healthy,0.0,0,0.028,distribution_11kv,0.634
2025-09-26 19:09:54.488847,T132_531,133090.7,132916.0,0.08,0.08,49.938,1.29,1.3,36.7,32.7,31.0,19.3,132,68.8,11,healthy,0.0,0,0.03,power_132kv,0.273
2025-09-17 16:45:54.489851,T132_150,129594.0,131528.0,0.17,0.18,49.997,1.72,1.24,20.0,18.0,37.7,25.2,132,63.6,17,healthy,0.0,0,0.064,power_132kv,0.649
2025-09-27 03:56:54.490852,T400_816,394581.4,394784.9,0.67,0.59,50.13,4.72,3.08,47.9,44.2,216.6,147.0,400,475.6,38,axial_displacement,0.515,1,0.851,transmission_400kv,0.891
2025-09-19 21:22:54.490852,T11_822,10910.3,10829.6,0.19,0.19,50.001,2.17,1.49,52.6,48.0,45.7,30.4,11,5.1,20,healthy,0.0,0,0.096,distribution_11kv,0.74
2025-10-11 19:09:54.491849,T400_167,398944.8,394466.0,0.28,0.28,49.958,2.44,1.92,24.4,22.0,61.7,39.7,400,490.9,28,healthy,0.0,0,0.163,transmission_400kv,0.392
2025-10-11 04:43:54.491849,T400_957,400347.9,401510.8,0.37,0.34,50.045,2.02,1.38,24.8,20.3,37.8,26.0,400,446.1,17,healthy,0.0,0,0.065,transmission_400kv,0.562
2025-10-06 09:44:54.492847,T11_338,10926.7,11073.7,0.09,0.08,49.986,2.7,1.85,27.4,23.7,81.8,57.8,11,2.5,12,core_ground,0.395,1,0.34,distribution_11kv,0.62
2025-09-29 20:40:54.493848,T11_097,10880.9,10911.8,0.69,0.66,50.02,1.76,1.13,44.9,41.4,34.8,22.0,11,18.6,13,healthy,0.0,0,0.046,distribution_11kv,0.692
2025-09-17 13:56:54.493848,T11_627,10961.9,11057.4,0.86,0.77,49.997,2.43,1.37,32.3,30.1,41.3,30.3,11,22.9,20,healthy,0.0,0,0.085,distribution_11kv,0.647
2025-09-27 03:13:54.494848,T400_292,403024.0,406818.3,0.1,0.11,49.971,2.39,1.38,21.9,18.0,55.1,31.1,400,203.1,24,healthy,0.0,0,0.134,transmission_400kv,0.363
2025-09-18 16:55:54.494848,T11_060,10916.7,11223.2,0.27,0.27,50.031,2.35,1.62,29.7,26.8,60.9,39.9,11,7.2,29,healthy,0.0,0,0.163,distribution_11kv,0.705
2025-09-25 05:14:54.495848,T132_401,133462.4,129107.5,0.14,0.13,49.995,2.93,1.83,24.7,22.0,66.5,45.9,132,68.0,11,radial_displacement,0.313,1,0.263,power_132kv,0.435
2025-10-03 13:01:54.495848,T400_506,397241.6,398609.1,0.15,0.17,50.016,2.1,1.07,32.3,29.0,34.0,29.4,400,326.1,18,healthy,0.0,0,0.057,transmission_400kv,0.335
2025-10-04 14:52:54.496848,T11_463,10986.2,10993.8,0.56,0.55,49.985,1.3,1.38,48.0,43.5,28.9,22.6,11,18.8,10,healthy,0.0,0,0.025,distribution_11kv,0.557
2025-10-12 01:38:54.496848,T11_081,10972.6,11129.2,0.48,0.49,50.0,1.37,0.92,49.1,44.1,23.4,15.5,11,14.6,5,healthy,0.0,0,0.013,distribution_11kv,0.614
2025-10-01 15:46:54.497848,T132_245,132849.8,132100.6,0.14,0.14,49.945,1.77,1.16,50.8,46.3,32.3,19.8,132,59.6,11,healthy,0.0,0,0.034,power_132kv,0.544
2025-10-04 07:37:54.498847,T11_905,10884.3,11200.9,0.44,0.49,50.073,2.34,1.32,33.7,30.7,46.7,27.3,11,12.5,21,healthy,0.0,0,0.102,distribution_11kv,0.705
2025-10-12 03:11:54.498847,T400_547,398914.4,401255.3,0.43,0.36,50.029,2.24,1.79,40.4,37.8,55.3,36.6,400,312.1,28,healthy,0.0,0,0.144,transmission_400kv,0.821
2025-10-03 04:47:54.499849,T11_105,11139.8,11020.9,0.42,0.43,50.102,1.69,0.96,20.0,18.0,21.6,20.8,11,16.8,8,healthy,0.0,0,0.02,distribution_11kv,0.481
2025-10-06 13:26:54.499849,T132_712,129377.7,132393.5,0.13,0.13,49.906,1.74,1.3,34.7,30.5,35.1,24.9,132,92.2,14,healthy,0.0,0,0.05,power_132kv,0.315
2025-10-04 15:15:54.500850,T11_067,10902.6,10969.2,0.31,0.31,49.98,2.45,1.41,36.8,34.2,45.7,33.0,11,10.2,21,healthy,0.0,0,0.1,distribution_11kv,0.581
2025-09-30 17:25:54.500850,T11_067,11043.8,11102.8,0.09,0.1,50.049,1.53,1.21,34.0,31.4,36.9,23.4,11,3.2,14,healthy,0.0,0,0.055,distribution_11kv,0.583
2025-10-05 06:03:54.501848,T132_206,133633.6,131299.5,0.11,0.11,50.006,1.94,1.11,39.7,36.4,39.9,23.0,132,39.2,15,healthy,0.0,0,0.066,power_132kv,0.649
